personal_id,vaccine_intention_jan,vaccine_intention_jul,p_2m_infected,p_2m_acquaintance_infected,p_2m_hospital_if_infect_self,p_2m_infected_and_pass_on,nervous_month,depressed_month,calm_month,gloomy_month,happy_month,covid_health_concern,covid_vaccine_effective,covid_vaccine_safe,covid_test_comply,work_status_social assistance,work_status_employed,work_status_retired,work_status_student or trainee,work_status_unemployed,infection_diagnosed_no,infection_diagnosed_unsure,support_current_measures,support_possible_measures,work_status_employed:hours_workplace,work_status_employed:hours_home,trust_gov,contact_older_people,subj_effect_measures,compliance_measures,subj_effect_behav_proven,subj_effect_behav_unproven,comply_curfew_self_yes,comply_curfew_self_no,comply_curfew_self_yes:comply_bc_civic,comply_curfew_self_yes:comply_bc_fear_punished,comply_curfew_self_yes:comply_bc_protect_self,comply_curfew_self_yes:comply_bc_protect_close,comply_curfew_self_yes:comply_bc_protect_all,comply_curfew_self_yes:comply_bc_high_risk,comply_curfew_self_no:disobey_bc_freedom,comply_curfew_self_no:disobey_bc_not_punish,comply_curfew_self_no:disobey_bc_unjustified,comply_curfew_self_no:disobey_bc_obligations,comply_curfew_self_no:disobey_bc_ineffective,comply_curfew_self_no:disobey_bc_unaffected,comply_curfew_self_no:disobey_bc_bored,n_contacts_personal,n_contacts_distanced,change_contacts_personal,change_contacts_distanced,loneliness,approp_gov_medical,approp_gov_restrict_public_life,approp_gov_econ_mitigation,approp_gov_communication,health_comparison_6m,concerns,avoidance_determined,avoidance_determined:avoidance_score,age,hh_members,hh_children,location_urban,edu_4,net_income,civil_status_Married,civil_status_Divorced,civil_status_Widow or widower,civil_status_Separated,profession_higher_academic,profession_higher_supervisory,profession_intermediate_academic,profession_intermediate_supervisory,profession_other_mental,profession_semiskilled_manual_work,profession_skilled_manual,profession_unskilled_manual_work,gender_male,"origin_First generation foreign, Western background","origin_First generation foreign, non-western background","origin_Second generation foreign, Western background","origin_Second generation foreign, non-western background",news_interest,political_interest,parties_not_care,ppl_no_influence,politically_able,understand_pol_issues,how_rightwing
814010,100.0,100.0,50.0,50.0,50.0,50.0,2,1,5,2,2,4,3,3,100.0,0,1,0,0,0,1,0,8,16,36.0,0.0,4.0,5.0,33.0,4.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,1.0,4.0,-5.0,3.0,3.0,2.0,3.0,3.0,18.0,1.0,1.3333333333333333,58.0,3.0,1.0,5.0,3.0,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0
814016,90.0,90.0,60.0,80.0,10.0,50.0,3,3,2,4,2,4,4,2,100.0,0,1,0,0,0,1,0,8,24,25.0,2.0,4.0,1.0,30.0,4.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,-3.0,3.0,3.0,3.0,3.0,3.0,22.0,1.0,3.0,32.0,2.0,0.0,2.0,4.0,1900.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,6.0
814047,95.0,95.0,10.0,15.0,5.0,2.0,1,1,6,1,5,4,3,3,95.0,0,1,0,0,0,1,0,10,17,32.0,0.0,4.0,1.0,28.0,5.0,20.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,3.0,3.0,-3.0,3.0,3.0,2.0,3.0,3.0,12.0,1.0,2.0,65.0,2.0,0.0,1.0,3.0,2980.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,6.0
814093,100.0,100.0,10.0,10.0,10.0,10.0,2,2,5,2,5,5,5,3,100.0,0,0,0,0,0,1,0,8,19,0.0,0.0,3.0,3.0,35.0,1.0,21.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,1.0,3.0,-6.0,3.0,3.0,3.0,3.0,3.0,20.0,1.0,2.3333333333333335,61.0,3.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0
814175,90.0,90.0,5.0,10.0,50.0,5.0,2,1,4,2,4,5,5,4,100.0,0,0,1,0,0,1,0,8,17,0.0,0.0,5.0,1.0,32.0,2.0,20.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,3.0,3.0,-6.0,3.0,3.0,3.0,3.0,3.0,8.0,1.0,0.0,70.0,2.0,0.0,1.0,4.0,2750.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0
814215,100.0,100.0,20.0,40.0,30.0,10.0,2,1,5,2,4,5,5,5,90.0,0,0,1,0,0,1,0,10,16,0.0,0.0,4.0,4.0,30.0,3.0,19.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,-4.0,2.0,3.0,2.0,3.0,3.0,15.0,1.0,3.0,76.0,1.0,0.0,4.0,4.0,2340.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0
814331,0.0,50.0,50.0,50.0,50.0,50.0,3,2,3,3,3,3,3,3,100.0,0,1,0,0,0,1,0,10,17,24.0,0.0,3.0,3.0,19.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,25.0,2.0,4.0,-5.0,3.0,3.0,2.0,4.0,2.0,14.0,1.0,0.6666666666666666,51.0,2.0,0.0,1.0,4.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,5.0
814364,100.0,100.0,20.0,50.0,100.0,50.0,1,1,5,1,4,5,5,5,20.0,0,0,1,0,0,1,0,8,15,0.0,0.0,3.0,2.0,28.0,2.0,21.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,2.0,4.0,-3.0,3.0,2.0,1.0,2.0,3.0,13.0,0.0,0.0,64.0,2.0,0.0,5.0,3.0,1354.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,5.0
814389,100.0,100.0,10.0,10.0,10.0,10.0,1,1,5,1,5,5,5,5,100.0,0,0,1,0,0,1,0,9,17,0.0,0.0,4.0,2.0,26.0,3.0,20.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,3.0,-6.0,3.0,3.0,3.0,3.0,3.0,14.0,1.0,2.0,80.0,2.0,0.0,3.0,2.0,750.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,5.0
814425,0.0,0.0,40.0,40.0,20.0,30.0,1,1,5,1,5,1,1,2,50.0,0,0,1,0,0,1,0,8,9,0.0,0.0,3.0,1.0,35.0,3.0,22.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,3.0,-6.0,2.0,2.0,2.0,2.0,2.0,16.0,1.0,1.5,72.0,2.0,0.0,1.0,2.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0
814505,95.0,100.0,50.0,50.0,50.0,10.0,1,1,5,1,5,5,4,4,100.0,0,0,1,0,0,1,0,10,18,0.0,0.0,3.0,1.0,27.0,3.0,22.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,-6.0,3.0,3.0,3.0,2.0,3.0,13.0,1.0,1.0,68.0,2.0,0.0,1.0,3.0,2100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0
814630,100.0,0.0,20.0,40.0,80.0,50.0,3,3,2,4,1,5,5,5,100.0,0,0,1,0,0,1,0,8,13,0.0,0.0,3.0,3.0,24.0,0.0,13.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,4.0,-3.0,2.0,3.0,3.0,3.0,3.0,22.0,1.0,0.0,66.0,1.0,0.0,5.0,2.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0
814645,30.0,50.0,10.0,10.0,10.0,10.0,1,1,5,1,3,2,2,3,85.0,0,1,0,0,0,1,0,9,14,15.0,5.0,5.0,5.0,32.0,3.0,23.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,1.0,5.0,-4.0,3.0,3.0,2.0,3.0,5.0,19.0,1.0,2.0,60.0,3.0,1.0,1.0,4.0,2100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0
814666,10.0,20.0,10.0,2.0,5.0,5.0,3,3,4,4,3,3,3,4,20.0,0,0,1,0,0,1,0,8,22,0.0,0.0,2.0,1.0,34.0,3.0,22.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,5.0,-3.0,1.0,1.0,5.0,5.0,4.0,32.0,0.0,0.0,79.0,1.0,0.0,5.0,2.0,750.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0
814724,90.0,90.0,25.0,30.0,10.0,25.0,1,2,5,2,5,5,5,5,30.0,0,0,1,0,0,1,0,8,17,0.0,0.0,4.0,2.0,31.0,3.0,20.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,5.0,-3.0,3.0,3.0,3.0,3.0,3.0,22.0,1.0,2.0,71.0,2.0,0.0,3.0,4.0,2600.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,5.0
814736,100.0,100.0,10.0,10.0,0.0,10.0,3,4,2,4,2,5,4,3,100.0,0,0,1,0,0,1,0,11,14,0.0,0.0,4.0,2.0,32.0,2.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,10.0,1.0,2.0,79.0,1.0,0.0,3.0,4.0,1875.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,6.0
814743,0.0,80.0,10.0,40.0,5.0,10.0,1,2,5,2,3,3,2,2,100.0,0,0,1,0,0,1,0,8,18,0.0,0.0,4.0,5.0,30.0,2.0,21.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,2.0,4.0,-5.0,4.0,4.0,4.0,4.0,2.0,12.0,1.0,1.3333333333333333,67.0,2.0,0.0,2.0,4.0,2018.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0
814834,100.0,100.0,85.0,100.0,5.0,75.0,2,3,4,3,4,5,5,2,100.0,0,1,0,0,0,1,0,9,20,8.0,32.0,3.0,1.0,32.0,6.0,21.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,14.0,1.0,0.0,27.0,4.0,2.0,4.0,4.0,2300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,5.0
814880,100.0,100.0,50.0,50.0,50.0,50.0,3,3,5,3,3,4,4,4,80.0,0,0,1,0,0,1,0,8,13,0.0,0.0,4.0,5.0,24.0,3.0,15.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,-6.0,3.0,3.0,3.0,3.0,3.0,11.0,1.0,2.0,75.0,2.0,0.0,5.0,4.0,2800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0
814926,10.0,10.0,30.0,30.0,20.0,80.0,3,2,4,3,4,2,3,2,100.0,0,1,0,0,0,1,0,6,12,8.0,32.0,4.0,2.0,33.0,4.0,22.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,1.0,5.0,-4.0,3.0,3.0,3.0,3.0,3.0,7.0,1.0,0.6666666666666666,41.0,4.0,2.0,2.0,3.0,2450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0
814944,100.0,100.0,10.0,10.0,80.0,50.0,3,1,3,3,3,5,5,2,100.0,0,0,1,0,0,1,0,10,22,0.0,0.0,4.0,1.0,33.0,4.0,22.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,-3.0,3.0,3.0,3.0,3.0,1.0,14.0,1.0,2.0,80.0,2.0,0.0,4.0,1.0,1500.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,8.0
814947,100.0,100.0,10.0,30.0,5.0,5.0,1,1,5,1,5,4,4,3,50.0,0,1,0,0,0,1,0,10,18,40.0,0.0,3.0,2.0,14.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,-4.0,3.0,5.0,2.0,3.0,3.0,8.0,1.0,0.0,54.0,4.0,1.0,5.0,4.0,2950.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0
814956,100.0,100.0,80.0,80.0,80.0,80.0,1,1,6,1,6,4,4,4,100.0,0,0,1,0,0,1,0,9,21,0.0,0.0,2.0,1.0,28.0,3.0,19.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,4.0,-6.0,2.0,2.0,1.0,2.0,3.0,13.0,1.0,2.0,70.0,3.0,0.0,1.0,2.0,900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0
814981,100.0,100.0,5.0,60.0,90.0,80.0,1,3,6,3,5,5,5,2,100.0,0,0,1,0,0,1,0,10,17,0.0,0.0,4.0,3.0,31.0,3.0,21.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,4.0,-4.0,3.0,3.0,2.0,3.0,2.0,8.0,1.0,2.5,84.0,2.0,0.0,2.0,4.0,2636.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,6.0
815066,100.0,100.0,75.0,10.0,10.0,5.0,6,6,1,6,2,5,5,5,100.0,0,0,0,0,0,1,0,12,26,0.0,0.0,4.0,2.0,24.0,2.0,19.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,5.0,3.0,3.0,4.0,2.0,5.0,2.0,19.0,1.0,2.0,54.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0
815086,40.0,90.0,50.0,50.0,10.0,50.0,3,1,3,2,5,4,4,3,90.0,0,1,0,0,0,1,0,9,19,40.0,2.0,4.0,1.0,27.0,4.0,21.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,1.0,3.0,-5.0,3.0,3.0,2.0,4.0,5.0,15.0,1.0,1.3333333333333333,28.0,2.0,0.0,5.0,4.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0
815106,80.0,100.0,25.0,25.0,15.0,25.0,2,1,5,2,4,4,4,2,100.0,0,0,0,0,0,1,0,9,17,0.0,0.0,4.0,1.0,33.0,3.0,22.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,-5.0,3.0,3.0,3.0,3.0,3.0,15.0,1.0,2.6666666666666665,68.0,2.0,0.0,4.0,4.0,803.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,5.0
815124,90.0,20.0,80.0,50.0,20.0,50.0,2,2,6,2,6,4,4,3,90.0,0,1,0,0,0,1,0,10,15,70.0,0.0,4.0,5.0,33.0,3.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,1.0,3.0,-5.0,3.0,3.0,3.0,3.0,3.0,15.0,1.0,2.0,57.0,2.0,0.0,1.0,3.0,800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,5.0
815127,100.0,100.0,10.0,20.0,10.0,10.0,3,1,5,1,5,5,5,3,100.0,0,0,1,0,0,1,0,9,10,0.0,0.0,5.0,4.0,30.0,3.0,22.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,4.0,-6.0,3.0,3.0,2.0,3.0,4.0,13.0,0.0,0.0,68.0,2.0,0.0,3.0,3.0,1252.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,5.0
815173,50.0,75.0,25.0,40.0,5.0,25.0,2,1,5,2,5,4,4,2,75.0,0,1,0,0,0,1,0,8,16,20.0,40.0,5.0,2.0,31.0,4.0,20.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,1.0,3.0,-4.0,3.0,3.0,4.0,3.0,3.0,13.0,1.0,2.6666666666666665,39.0,3.0,1.0,3.0,4.0,4000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,8.0
815176,100.0,100.0,40.0,40.0,30.0,30.0,2,1,4,1,3,4,4,4,100.0,0,0,1,0,0,1,0,8,11,0.0,0.0,4.0,4.0,28.0,3.0,20.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,2.0,4.0,-5.0,3.0,4.0,3.0,4.0,3.0,15.0,1.0,1.5,70.0,1.0,0.0,5.0,4.0,3100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,5.0
815219,100.0,100.0,75.0,50.0,50.0,50.0,3,3,3,4,3,5,4,4,100.0,0,1,0,0,0,1,0,8,16,34.0,0.0,4.0,1.0,33.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,3.0,-2.0,3.0,3.0,3.0,3.0,3.0,23.0,1.0,2.6666666666666665,59.0,3.0,1.0,5.0,3.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0
815222,90.0,100.0,15.0,30.0,15.0,30.0,3,2,4,3,3,5,4,3,100.0,0,0,0,0,0,1,0,10,23,0.0,0.0,4.0,1.0,31.0,3.0,21.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,5.0,-2.0,3.0,3.0,3.0,3.0,3.0,25.0,1.0,2.0,56.0,3.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,8.0
815246,90.0,100.0,10.0,20.0,10.0,10.0,1,1,5,2,5,5,5,4,100.0,0,1,0,0,0,1,0,9,14,0.0,24.0,4.0,4.0,24.0,1.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,3.0,-6.0,2.0,3.0,2.0,4.0,3.0,16.0,1.0,1.0,58.0,2.0,0.0,1.0,2.0,1650.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0
815249,100.0,100.0,50.0,50.0,20.0,50.0,3,5,4,5,2,5,5,2,100.0,0,1,0,0,0,1,0,9,19,30.0,0.0,4.0,3.0,25.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,17.0,1.0,2.0,26.0,4.0,2.0,5.0,3.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0
815267,0.0,0.0,10.0,30.0,40.0,10.0,2,2,4,2,4,1,1,5,50.0,1,0,0,0,0,1,0,10,20,0.0,0.0,3.0,1.0,33.0,3.0,21.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,-2.0,3.0,1.0,3.0,2.0,3.0,17.0,1.0,3.0,61.0,1.0,0.0,5.0,3.0,1012.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
815356,100.0,100.0,50.0,50.0,20.0,10.0,1,1,5,1,6,4,4,5,100.0,0,0,1,0,0,1,0,15,24,0.0,0.0,2.0,2.0,35.0,3.0,20.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,-1.0,1.0,1.0,1.0,2.0,3.0,7.0,1.0,2.5,71.0,2.0,0.0,3.0,3.0,2700.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0
815359,0.0,0.0,10.0,10.0,0.0,10.0,2,2,5,2,3,1,1,4,10.0,0,0,0,0,0,1,0,7,13,0.0,0.0,3.0,1.0,23.0,2.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,0.0,1.0,4.0,1.0,2.0,3.0,14.0,1.0,2.5,30.0,2.0,0.0,5.0,2.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0
815368,100.0,100.0,25.0,50.0,100.0,75.0,1,1,5,1,5,5,5,5,100.0,0,0,1,0,0,1,0,9,12,0.0,0.0,4.0,3.0,26.0,3.0,20.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,1.0,5.0,-4.0,4.0,3.0,3.0,2.0,3.0,13.0,1.0,2.0,77.0,2.0,0.0,3.0,2.0,2625.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,8.0
